document_id,citation_de,citations_list
4191607,4110678,['4110678']
43745,43657,['43657']
5697913,647287; 2138882; 4216255,"['647287', '2138882', '4216255']"
5856462,3547550; 3534719; 5789837,['5789837']
1067555,3846164; 3139051,"['3846164', '3139051']"
5589242,1533361; 5267843; 3131551; 1657632,"['1533361', '5267843', '1657632']"
6629849,2227614; 6622547; 3853749,"['2227614', '6622547', '3853749']"
7433732,6293658; 6782024; 6617538,"['6293658', '6782024', '6617538']"
7643737,1803783; 2032544; 6726470; 6496595; 7523082,"['1803783', '2032544', '6726470', '6496595', '7523082']"
5971439,5655515; 1316946; 5592592; 5791772; 3126036,"['5655515', '1316946', '5592592', '5791772']"
7706897,3117831,['3117831']
5628025,5503382; 4165297,"['5503382', '4165297']"
6093478,3721247; 4188779,['4188779']
7377643,5220919; 5996687,"['5220919', '5996687']"
824712,4043940; 596382,"['4043940', '596382']"
7391965,1550342; 42735,"['1550342', '42735']"
1996511,179217; 589101; 224197; 707002; 1098960; 800812; 89227; 720051,"['179217', '589101', '224197', '707002', '1098960', '800812', '89227', '720051']"
6553134,6032463,['6032463']
7430974,2099145; 7289637,['2099145']
4048506,3947017,['3947017']
7355160,5038261; 5078915; 2246406; 5276248; 6380494; 5192231; 5309215; 6693639; 7175185,"['5038261', '5078915', '2246406', '5276248', '6380494', '5192231', '5309215', '6693639', '7175185']"
2190013,3259681; 3359325; 3856042; 2206387,"['3856042', '2206387']"
5666506,3272440; 2582218,"['3272440', '2582218']"
1594747,4157750,['4157750']
1928184,3870341; 1210997; 1238001; 1855689; 1567144; 0017.81029,"['3870341', '1210997', '1238001', '1855689', '1567144']"
5948455,5990821,['5990821']
7732861,5567227; 5843635; 6607834; 7149380; 7469571; 6622416; 5126002; 7454007; 7242796; 7556020; 6839002; 6744812,"['5567227', '5843635', '6607834', '7149380', '7469571', '6622416', '5126002', '7454007', '7242796', '7556020', '6839002', '6744812']"
7114099,18587; 1579910; 1683042; 2615555,"['18587', '1579910', '1683042', '2615555']"
5990326,569015; 665433,"['569015', '665433']"
5282822,16094; 5161833,"['16094', '5161833']"
7364723,6039248; 6963386; 3799933,"['6039248', '6963386']"
1908542,4127376; 3743421; 203001; 1267740; 1218276,"['4127376', '203001', '1267740', '1218276']"
5590543,1021834; 1906369; 5248646; 5591793,"['1021834', '1906369', '5248646', '5591793']"
5043103,3404453; 3558449; 2152984; 2105688,"['3404453', '2152984', '2105688']"
6908516,4133117,['4133117']
1792448,1303526; 3276256; 3438880; 1491018,"['1303526', '1491018']"
52137,18436,['18436']
763937,60782; 490809,"['60782', '490809']"
6038222,467146; 5374931; 5697893,"['467146', '5374931', '5697893']"
1971373,3199982; 4006971; 4096145; 3893798,"['3199982', '4006971', '4096145', '3893798']"
5144520,3576324; 1395039,['1395039']
6005457,840724; 1867224,"['840724', '1867224']"
6134696,5706771; 5123023; 5366390; 5931659; 1607969; 6017014; 5909847; 6341789,"['5706771', '5123023', '5366390', '5931659', '1607969', '6017014', '5909847', '6341789']"
1716664,3879648,['3879648']
589355,3032538,['3032538']
5312941,702371,['702371']
1003901,986977; 3695195; 3695196,"['986977', '3695195']"
6493121,591142,['591142']
1266834,891041,['891041']
5029609,5029610,['5029610']
5274189,1803783; 5279046,"['1803783', '5279046']"
5824931,1306943; 1542950; 1529078,"['1306943', '1542950', '1529078']"
6883372,6667864,['6667864']
5072840,3533576; 3563747; 1525184; 192914,"['1525184', '192914']"
5693032,5213346,['5213346']
6857780,6603389; 1227077; 5216397,"['6603389', '1227077', '5216397']"
508846,4168771; 4168770,"['4168771', '4168770']"
4111729,4048795; 3937515,"['4048795', '3937515']"
6128399,3082955; 3917054,"['3082955', '3917054']"
2125327,1470717,['1470717']
1348100,3281773; 4183689; 806248; 1179989; 1267668; 554474,"['4183689', '806248', '1179989', '1267668', '554474']"
1043110,48930; 896675,"['48930', '896675']"
6470000,5593741,['5593741']
1416652,6846220,['6846220']
7626041,3036417; 94490; 1883412; 6033008; 07614506; 2567416,"['3036417', '94490', '1883412', '6033008', '2567416']"
5822697,5500856; 1748671,"['5500856', '1748671']"
5120511,2148303; 2101727; 1656621,"['2148303', '2101727', '1656621']"
2034294,740329; 1820756,"['740329', '1820756']"
2186436,2217218,['2217218']
7124917,5960655; 3816552,['5960655']
5300704,3626523; 24002; 437667,"['24002', '437667']"
6290351,6005618,['6005618']
6824731,5814281; 5664827; 1080529; 6138575,"['5814281', '5664827', '1080529', '6138575']"
6267080,3991661,['3991661']
1764704,785439,['785439']
5082191,1251194; 2175006; 5016584,"['1251194', '2175006', '5016584']"
6115434,823476,['823476']
1936698,1603164,['1603164']
5505622,1790288,['1790288']
1230381,3902735; 878816,"['3902735', '878816']"
1874398,1370597; 735330,"['1370597', '735330']"
1531449,3924942,['3924942']
5544456,3948150; 3593642,"['3948150', '3593642']"
1786675,1001445; 1271736; 1355418,"['1001445', '1271736', '1355418']"
7066588,5131505; 734543; 6249218; 3747593,"['5131505', '734543', '6249218']"
6030731,6030732,['6030732']
6632100,4082481; 6172631,"['4082481', '6172631']"
571351,4097642; 4140020; 4194013,"['4097642', '4140020', '4194013']"
7650586,6968908,['6968908']
2416,3946995; 4044570; 2513,"['3946995', '4044570', '2513']"
6036158,5706295; 3309870; 3447745; 3651374,['5706295']
7732835,7218794,['7218794']
5936966,1912521; 1175485,"['1912521', '1175485']"
1995875,1652421; 3512236; 938701; 1305355; 1696314; 3333409,"['1652421', '938701', '1305355', '1696314']"
2056925,4158806; 3443764; 2056918,"['4158806', '2056918']"
1686789,801686,['801686']
7527702,3995685; 6570039; 7103723; 7245937,"['3995685', '6570039', '7103723', '7245937']"
5009927,1687363; 3785916; 3839079; 3897961; 120079; 108487,"['1687363', '3897961', '120079', '108487']"
7034988,3758486; 1295461,['1295461']
6781980,3394301; 2104999; 861969,"['2104999', '861969']"
1787569,1305158; 1201509; 1624437,"['1305158', '1201509', '1624437']"
1046929,672223; 97858; 1046930,"['672223', '97858', '1046930']"
1837390,986872,['986872']
6252097,5882841; 6024854; 6024849; 6243721; 6243722; 6252076,"['5882841', '6024854', '6024849', '6243721', '6243722', '6252076']"
7675743,7088229; 4142173; 5818167; 5818169; 5986584; 1889153; 7175319,"['7088229', '4142173', '5818167', '5818169', '5986584', '1889153', '7175319']"
1423055,503642; 3530638,['503642']
6425423,6139702; 1986963,"['6139702', '1986963']"
7049197,1669270,['1669270']
474974,0112.297; 3941902; 32643; 3909041,"['3941902', '32643', '3909041']"
6199266,5342724; 130536; 849280,"['5342724', '130536', '849280']"
703690,430398,['430398']
638544,3501687; 3747281; 3981339,['3981339']
6471845,3739721; 6185187; 6043347,"['6185187', '6043347']"
6136002,1053327; 4211071,"['1053327', '4211071']"
5843605,5677314,['5677314']
51576,4163878,['4163878']
7396132,5266264; 5876844,"['5266264', '5876844']"
6336978,5991285,['5991285']
2149438,2019746; 1423673,"['2019746', '1423673']"
7525047,6641587; 7140567; 7144226; 5974014; 6379802,"['6641587', '7140567', '7144226', '5974014', '6379802']"
1211707,716386; 848109,"['716386', '848109']"
1220807,990946; 3929153; 3889699; 3639744; 1288980; 1308322,"['990946', '3929153', '3889699', '3639744', '1288980', '1308322']"
6016898,3252018; 3738443; 4015577; 3963838,"['4015577', '3963838']"
6760641,6395346; 3615547; 6471875; 1510507; 1626249,"['6395346', '6471875', '1510507', '1626249']"
6620640,5206079,['5206079']
6507322,2197227,['2197227']
2165383,1248222,['1248222']
5059705,826025; 1943362,"['826025', '1943362']"
6825751,5532187; 6704001,"['5532187', '6704001']"
7706684,3295320; 3892203,['3892203']
5714282,2627145,['2627145']
7590527,1239663; 6414647,"['1239663', '6414647']"
1585263,3990303; 1235842; 4107788; 4058347,"['3990303', '1235842', '4107788', '4058347']"
7701640,3601651; 6941797,['6941797']
1585376,3786697; 3314279; 3310032; 3117528,['3117528']
1681705,3794190; 3995815,['3995815']
987905,4030515,['4030515']
195176,3976048; 3876346; 3866345; 4005434,"['3976048', '3876346', '3866345', '4005434']"
6195255,5201242; 6065172; 824724,"['5201242', '6065172', '824724']"
5115347,1720955; 1955462; 5047155; 5120550,"['1720955', '1955462', '5047155', '5120550']"
5202838,5012038,['5012038']
7439753,2608651; 2597994; 2549545,"['2608651', '2597994', '2549545']"
5501036,1700074,['1700074']
7310478,5573972,['5573972']
2123619,1705618; 1810158; 3637227; 3679095,"['1705618', '1810158']"
4055162,4020606; 4037366; 4018521,"['4020606', '4018521']"
5925495,3535163; 1077933,['1077933']
4164975,3685578; 3556192; 4077346,['4077346']
2169971,495092,['495092']
7048259,3414679; 3444002; 1203794; 1804050; 2204252,"['1203794', '1804050', '2204252']"
1611096,4177246; 1425175; 1655727; 834114,"['4177246', '1425175', '1655727', '834114']"
983192,224065,['224065']
7491287,5063116,['5063116']
554050,4158892,['4158892']
6821141,6383662; 6782147,"['6383662', '6782147']"
5873907,3997731,['3997731']
5558349,1727033,['1727033']
5712752,681384,['681384']
1973284,1032354,['1032354']
7188544,2041075; 7047498; 878788,"['2041075', '7047498', '878788']"
7472622,6359416; 3962738,"['6359416', '3962738']"
7737073,4019194; 1869919,"['4019194', '1869919']"
6686574,1121658,['1121658']
7706501,5117941; 5294192; 3988172; 5227547; 5624190,"['5117941', '5294192', '3988172', '5227547', '5624190']"
1529577,3983761; 1528497,"['3983761', '1528497']"
1161505,164902,['164902']
6387932,3710299; 5313909; 5831295; 5708680,"['5313909', '5831295', '5708680']"
6387933,469231; 6269756,"['469231', '6269756']"
4082907,4011868; 3771169,['4011868']
5808238,2078200,['2078200']
6028404,3997910,['3997910']
6918419,6445831; 6434407; 6627353,"['6445831', '6434407', '6627353']"
1852718,8412; 1586434; 1120799,"['8412', '1586434', '1120799']"
597641,18437,['18437']
6539214,5358209; 4044081; 3160777; 5264504,"['5358209', '4044081', '5264504']"
6168602,5992438; 5960720,"['5992438', '5960720']"
203221,4142033,['4142033']
5368582,3734243; 1944007; 1870557,"['1944007', '1870557']"
7321572,6964875; 1229032,"['6964875', '1229032']"
6803845,3350039; 3485954; 6404855; 5261617,"['6404855', '5261617']"
5998089,4017918; 5709834,"['4017918', '5709834']"
7305076,7152817; 7069441,"['7152817', '7069441']"
5827443,871763; 1889252,"['871763', '1889252']"
7191917,7089597,['7089597']
7301144,3473791; 3078606; 1657034,"['3473791', '1657034']"
510071,3962566; 3486758; 4079942; 63324,"['3962566', '4079942', '63324']"
7637883,3875699,['3875699']
5505952,1910626; 4148244; 2119565; 1198555,"['1910626', '4148244', '2119565', '1198555']"
6999489,665434; 7115080; 6031037,"['665434', '7115080', '6031037']"
7226704,5239302; 6505363; 7023798; 5294125; 5220907; 6687798; 6559633; 6035478; 5550658,"['5239302', '6505363', '7023798', '5294125', '5220907', '6687798', '6559633', '6035478', '5550658']"
2214862,3379873; 3640582; 108435; 2230666; 3613841,"['108435', '2230666']"
1963996,3816626; 4049966; 224041; 703863; 4133125; 3275266; 0016.57006,"['4049966', '224041', '703863', '4133125']"
221234,4057704,['4057704']
5709231,1081462; 1543257,"['1081462', '1543257']"
6619358,1356314,['1356314']
5264498,1542270,['1542270']
2209842,2076876; 2096785; 3621970,"['2076876', '2096785']"
5599085,5023931,['5023931']
5186636,2018263,['2018263']
2123155,2123164,['2123164']
6243731,6023765,['6023765']
808261,3916981,['3916981']
2005269,652232; 3472471; 3274953; 59655; 850736; 1046136; 850737,"['652232', '59655', '850736', '1046136', '850737']"
5163313,2122028; 1226951; 45843; 4049649,"['2122028', '1226951', '45843', '4049649']"
2053059,3658080; 4179682,['4179682']
6266764,5655023; 5789837,"['5655023', '5789837']"
6647044,3977253,['3977253']
7226701,2057402,['2057402']
7743819,5033806; 5614951; 5614952; 5614953; 5614954; 5614955; 5614956; 2186177; 6731863; 6731864,"['5033806', '5614951', '5614952', '5614953', '5614954', '5614955', '5614956', '2186177', '6731863', '6731864']"
5710447,2157333; 636088,"['2157333', '636088']"
5770213,5039683; 5606280; 5598917; 3575853; 5817576,"['5039683', '5606280', '5598917', '5817576']"
1022416,856598,['856598']
6543064,1382658; 1790788; 2206561,"['1382658', '1790788', '2206561']"
934932,487187; 779008,"['487187', '779008']"
2128446,1651869,['1651869']
5077606,1437700,['1437700']
937372,3194559; 575948; 3216240,['575948']
7349410,6045059,['6045059']
7579383,6684722; 7250465,"['6684722', '7250465']"
2039395,2041707,['2041707']
7672027,3267949; 3418384; 6774580; 6451814,"['6774580', '6451814']"
6763820,3370996; 844290,['844290']
6343980,6393684,['6393684']
5500440,1003731; 3645060,['1003731']
4114870,0204.347; 4019315; 3961940; 3151625; 0133.284; 4012894,"['4019315', '3961940', '4012894']"
1100458,219881; 3916456,"['219881', '3916456']"
5141399,1415085; 2174583; 5002575; 1583337; 5288652,"['1415085', '2174583', '5002575', '1583337', '5288652']"
2223004,3962507; 1910329; 1382786,"['3962507', '1910329', '1382786']"
7585487,2023397; 6580111; 5557894; 5566719; 2117319; 5552493; 6699686,"['2023397', '6580111', '5557894', '5566719', '2117319', '5552493', '6699686']"
6762699,6043075; 4182377,"['6043075', '4182377']"
6035472,3826791; 1845925,['1845925']
6341421,5173467; 1013911; 5077839; 4014868; 5218252,"['5173467', '1013911', '5077839', '4014868', '5218252']"
805102,591093,['591093']
5990611,3922711,['3922711']
6005130,3236767; 5274990,['5274990']
6797208,1957409; 6629522,"['1957409', '6629522']"
5365168,3137355; 3926994; 1910329; 2173039; 1425260,"['3926994', '1910329', '2173039', '1425260']"
5789588,3501687; 549656,['549656']
5663053,5780361; 2161841,"['5780361', '2161841']"
2112901,4103240; 4065152,"['4103240', '4065152']"
6067463,3920959; 5779363,"['3920959', '5779363']"
7404810,621966,['621966']
7661778,5636297; 7541727,"['5636297', '7541727']"
6095890,4165230; 203273; 848982,"['4165230', '203273', '848982']"
589752,3525951; 4086534; 3971753; 4042827,"['4086534', '3971753', '4042827']"
98282,3955019; 4079569; 4214125; 418889; 418901,"['3955019', '4079569', '4214125', '418889', '418901']"
7140065,5122498; 5834868; 6334902; 6431301; 6707171; 3146959,"['5122498', '5834868', '6334902', '6431301', '6707171']"
7000628,475365,['475365']
6622386,3396205; 3758591; 5014340,['5014340']
6010897,3170364; 5526289,['5526289']
7518238,3645482; 3923081,['3923081']
6651177,826769; 2083555,"['826769', '2083555']"
5019827,1463568,['1463568']
7673305,5938448,['5938448']
6873677,5598810,['5598810']
5267812,3977259; 3977260,"['3977259', '3977260']"
5875642,5692858; 3880866,"['5692858', '3880866']"
5501383,870175,['870175']
976341,1027556; 822677,"['1027556', '822677']"
5834841,5682658,['5682658']
7357194,3572435; 6043597,['6043597']
1383731,3691928; 1320611; 3707038,['1320611']
6360004,2171128; 5261438; 2171493,"['2171128', '5261438', '2171493']"
5909896,2228662; 3393497; 3665863; 1096429; 1353524; 5031622,"['2228662', '1096429', '1353524', '5031622']"
5211098,1145653,['1145653']
6065486,5611167; 1833668; 3691316,"['5611167', '1833668']"
2136845,769564,['769564']
52751,3852211; 3954047,"['3852211', '3954047']"
4026398,3916736,['3916736']
7270229,2106994,['2106994']
7125137,5702811; 5835797,"['5702811', '5835797']"
2113720,483505,['483505']
7176238,714751; 1262474,"['714751', '1262474']"
5490708,5214710,['5214710']
5883633,5598292; 3993742,"['5598292', '3993742']"
3951635,3881513,['3881513']
7354472,3117588; 833316,['833316']
7373583,7136203; 1773667; 3218889; 3599170,"['7136203', '1773667']"
6443237,5076392,['5076392']
6384191,1548398,['1548398']
5139302,1591269; 1750613; 783554,"['1591269', '1750613', '783554']"
6542143,6334033; 5076899; 3621973; 3342492; 6205554,"['6334033', '5076899', '6205554']"
6882291,3996662; 5519471,"['3996662', '5519471']"
6227531,5527483,['5527483']
2083892,781860,['781860']
6875675,6136636,['6136636']
6542108,5014382; 6275356,"['5014382', '6275356']"
5635226,5232991,['5232991']
7600469,6398337; 7412005; 1492227,"['6398337', '7412005', '1492227']"
1944621,2701341,['2701341']
1776588,5548188; 5281975,"['5548188', '5281975']"
6533145,1857885,['1857885']
6984855,6327850; 1341963,"['6327850', '1341963']"
6459477,169556; 6077811; 5508740,"['169556', '6077811', '5508740']"
45114,45987,['45987']
7060490,1279173; 6362128; 6408828,"['1279173', '6362128', '6408828']"
5495705,3317449; 5013631,['5013631']
5010205,3284502; 3306698; 1274824; 2121554; 2156396,"['1274824', '2121554', '2156396']"
7166302,1809816; 1532967; 6653107; 1749748,"['1809816', '1532967', '6653107', '1749748']"
1924513,3523837; 3819979; 4079716; 19499; 1687309; 417345,"['4079716', '19499', '1687309', '417345']"
5696952,3138262; 1846019,"['3138262', '1846019']"
698814,3917534; 0091.293; 0171.385,['3917534']
5636221,5196115; 1895806; 5493238,"['5196115', '1895806', '5493238']"
749963,3462178; 749953,"['3462178', '749953']"
1547312,1383256; 3844504; 3836836,"['1383256', '3844504']"
6072595,92713,['92713']
7229703,6845883; 6934126; 5047789,"['6845883', '6934126', '5047789']"
5261626,1489472,['1489472']
6265547,2115779; 6265548,"['2115779', '6265548']"
7693489,7722582,['7722582']
2153318,5009590,['5009590']
5786477,5242941; 5668445,"['5242941', '5668445']"
6008632,1492660,['1492660']
7673360,3951473; 861913; 3098416; 2607155,"['3951473', '861913', '2607155']"
6825294,6711980; 6479257; 5563890; 6564057,"['6711980', '6479257', '5563890', '6564057']"
7658982,1562428; 431554; 1963972,"['1562428', '431554', '1963972']"
7086619,952634,['952634']
2147828,1807589; 1910616; 2076106; 3569538; 4110997; 1588107,"['1807589', '1910616', '2076106', '4110997', '1588107']"
6811344,2247435,['2247435']
5242897,563197,['563197']
4004551,3983554; 3706777; 3486118; 3505329; 3523924,['3983554']
7088232,1389226; 6033414,"['1389226', '6033414']"
7632525,4023385,['4023385']
1662993,4014813; 4037926; 4208169; 3914416,"['4014813', '4037926', '4208169', '3914416']"
1738044,13053,['13053']
7224179,7225724,['7225724']
1522548,4087807; 57171,"['4087807', '57171']"
1520007,1089084,['1089084']
7187646,2203387,['2203387']
6675007,5242992; 6450109; 6450111; 6334764,"['5242992', '6450109', '6450111', '6334764']"
7148883,2162720,['2162720']
2139857,1441958,['1441958']
578668,176701; 10297,"['176701', '10297']"
825568,3983476,['3983476']
6269665,3243889; 3477322,['3243889']
6494041,1269728; 2001497; 1355491,"['1269728', '2001497', '1355491']"
1969371,53658; 167790; 4100181; 0676.67002,"['53658', '167790', '4100181']"
7312836,4201161; 1533626; 2103273,"['4201161', '1533626', '2103273']"
5505564,4152506; 4154554; 5149369,"['4152506', '4154554', '5149369']"
7390227,6948924; 5588029,"['6948924', '5588029']"
6866471,786587; 6377399; 6628132,"['786587', '6377399', '6628132']"
6029102,1720955; 5057631; 5707954,"['1720955', '5057631', '5707954']"
5015305,821343,['821343']
3813716,3236938; 3559731; 3670523,['3236938']
7536567,6646558,['6646558']
1207084,794203,['794203']
5036247,3223487; 3183605; 3461109; 3955950; 2145368,"['3955950', '2145368']"
1546671,1286835; 1053898,"['1286835', '1053898']"
2173089,223142; 1005649; 1682588; 847084,"['223142', '1005649', '1682588', '847084']"
6965901,3634372; 3676017; 4114748,"['3634372', '3676017', '4114748']"
6422305,5547454,['5547454']
5500102,1221774,['1221774']
2196380,1132426; 1026479,"['1132426', '1026479']"
562715,4192001,['4192001']
7559205,6782147; 6383662,"['6782147', '6383662']"
6384743,6344122,['6344122']
915419,513384; 3983903; 438442,"['513384', '3983903', '438442']"
6576808,2597994; 3026053; 1860398; 6335458,"['2597994', '3026053', '1860398', '6335458']"
2239107,1955452; 2023375; 2092794; 3227789; 3789504,"['1955452', '2023375', '2092794']"
5710149,3054450; 169725; 38776,"['169725', '38776']"
1495950,4214672; 1033755,"['4214672', '1033755']"
5541719,4202705; 561661,"['4202705', '561661']"
6386963,3525453; 4101466; 4129170; 5031674,"['4101466', '4129170', '5031674']"
2005905,1115991; 1717621; 1721753,"['1115991', '1717621', '1721753']"
6243070,2222256; 2160595; 2194108; 1011423; 5122274; 2150880; 5071319; 5198202,"['2222256', '2160595', '2194108', '1011423', '5122274', '2150880', '5071319', '5198202']"
6683175,1614153,['1614153']
6686697,5802835,['5802835']
7184841,3416636; 4062058; 4013434; 735345; 5363191; 5836876; 6773752,"['4062058', '4013434', '735345', '5363191', '5836876', '6773752']"
822063,30977; 3650595; 3550749,"['30977', '3650595']"
6102877,3726542; 1819336,['1819336']
7745530,1097145; 7179015,"['1097145', '7179015']"
1892240,1308681; 4007351; 1512533,"['1308681', '4007351', '1512533']"
1595517,3331255; 4082890,['4082890']
1993635,4079744; 3525394; 51735; 41711,"['4079744', '51735', '41711']"
5503775,833599,['833599']
6145948,5144295; 3076870; 6065340,"['5144295', '6065340']"
6366762,820216,['820216']
1295309,3710299; 1776; 1031546; 3337392; 3853245; 3737825; 4215906,"['1776', '1031546', '3853245', '4215906']"
1254294,839545; 3986617; 3450746; 638501; 3182422,"['839545', '3986617', '638501', '3182422']"
7655676,7615767,['7615767']
7172082,6115548,['6115548']
7369592,4017157; 4017169; 3151625; 5279134,"['4017157', '4017169', '5279134']"
1578156,9351; 1449002,"['9351', '1449002']"
1340571,4044094,['4044094']
1336799,1036113,['1036113']
6967813,5817039,['5817039']
5364902,1821673; 1873216; 1873217; 1873218; 3349944,"['1821673', '1873216', '1873217', '1873218', '3349944']"
5833919,1240220; 1421301,"['1240220', '1421301']"
6696150,2010550; 3845861,"['2010550', '3845861']"
1713908,4023588; 168349,"['4023588', '168349']"
6730573,5636294; 5936992; 6121965,"['5636294', '5936992', '6121965']"
2154267,427879,['427879']
5603019,2108101; 1901171,"['2108101', '1901171']"
3993823,3914531; 3968853,"['3914531', '3968853']"
859526,613374,['613374']
7541877,5194801; 6641600; 7141299,"['5194801', '6641600', '7141299']"
5210495,3917353; 16082; 2098971; 2016887,"['3917353', '16082', '2098971', '2016887']"
4061384,3549206; 3961920,"['3549206', '3961920']"
1625002,3181217; 1236207; 1329339,"['1236207', '1329339']"
884787,4016073; 4011866,"['4016073', '4011866']"
7394072,6928448; 5120531,"['6928448', '5120531']"
6863942,6191307,['6191307']
2081162,3012728; 3063030; 2092509; 2537452; 3620010,"['3012728', '3063030', '2092509', '2537452']"
1348241,1818551; 1748061; 1405715; 1439589; 1187529; 1428669,"['1818551', '1748061', '1405715', '1439589', '1187529', '1428669']"
5908189,2117281; 2213105,"['2117281', '2213105']"
6303615,5523101; 1598991,"['5523101', '1598991']"
1463730,3100838; 696921,['696921']
1269899,3921905,['3921905']
6275711,5249388,['5249388']
7174699,1463465; 2144713,"['1463465', '2144713']"
5589440,1883416,['1883416']
7472368,1773667; 5211083,"['1773667', '5211083']"
1117782,840164,['840164']
1445215,3597491; 3804490; 3901673; 4113576; 1465763,"['3901673', '4113576', '1465763']"
6541132,3380631; 872231; 5232031; 5540907,"['872231', '5232031', '5540907']"
5285809,2083441; 5126614; 1214096; 5145902; 1065693,"['2083441', '5126614', '1214096', '5145902', '1065693']"
2232587,1657497,['1657497']
1695568,3953908,['3953908']
6134306,5800259; 5577500,"['5800259', '5577500']"
4076915,3869001,['3869001']
7254293,1695177; 1146049; 1347438,"['1695177', '1146049', '1347438']"
1752497,651732,['651732']
1128827,108110,['108110']
5936719,3195414; 3375608; 750869; 5503973; 5124510; 5212055; 2173073,"['750869', '5503973', '5124510', '5212055', '2173073']"
7383989,6737090; 7137697; 813122; 5270757; 5080030; 3028290; 5368908; 2708205; 2608924; 2711154,"['6737090', '7137697', '813122', '5270757', '5080030', '5368908', '2708205', '2711154']"
1182200,847746; 561409,"['847746', '561409']"
5899136,5073431,['5073431']
6446631,3992337,['3992337']
1463507,4187907; 3950629,"['4187907', '3950629']"
7070528,766189; 6857511,"['766189', '6857511']"
6732350,2057282; 5211178,"['2057282', '5211178']"
6024168,5345240; 5810585,"['5345240', '5810585']"
5223980,2132226; 5146706; 5519770,"['2132226', '5146706', '5519770']"
6324073,6251054; 6068417; 6214575,"['6251054', '6068417', '6214575']"
6854553,4094375; 3626278; 3709219; 3905457; 4138771; 4147094,"['4094375', '3905457', '4138771', '4147094']"
1858586,4026959,['4026959']
7730255,3407723; 3609704,"['3407723', '3609704']"
6220171,3169067; 5854963,['5854963']
5046797,5125421,['5125421']
561310,167779,['167779']
1859713,3425805; 3487659; 3987510; 908583; 4097583,"['3987510', '908583', '4097583']"
7664330,7619400; 5963818; 7362195; 7179870,"['7619400', '5963818', '7362195', '7179870']"
1191607,736266; 975600,"['736266', '975600']"
6986091,3632708; 1365718; 1588062; 3198919; 3245528,"['1365718', '1588062', '3198919']"
7352779,4078152; 4163627; 7152608,"['4078152', '4163627', '7152608']"
1867094,1066320,['1066320']
5991456,554005; 827469,"['554005', '827469']"
729199,27579,['27579']
6212156,6270255,['6270255']
1120743,27924,['27924']
2061579,169556; 4132147; 3465962,"['169556', '4132147']"
7765296,1247370; 6094095,"['1247370', '6094095']"
4134020,4006245; 3933044; 3603259,"['4006245', '3933044']"
1794824,1135360; 3048554; 3014225; 713615; 1000551; 3472421,"['1135360', '713615', '1000551']"
6424800,1700876; 729195; 5775673; 5759361; 6387935,"['1700876', '729195', '5775673', '5759361', '6387935']"
2149855,1730030; 3322751; 2153874,"['1730030', '3322751', '2153874']"
6548226,6510961,['6510961']
6601671,5318650; 5505675,"['5318650', '5505675']"
7547782,6476284; 5292756; 5043321,"['6476284', '5292756', '5043321']"
6567073,5872454; 6469770; 6406802; 6125899,"['5872454', '6469770', '6406802', '6125899']"
6227027,5180101,['5180101']
5654717,1597551,['1597551']
1763589,4095682; 934300,"['4095682', '934300']"
7688658,3729145; 7097501; 220738; 3840924; 7499443; 6571701,"['7097501', '220738', '7499443', '6571701']"
1927441,423576; 645293; 1548396,"['423576', '645293', '1548396']"
6340327,5294706,['5294706']
6882557,6642443,['6642443']
10350,3916469; 4146123,"['3916469', '4146123']"
2196738,8828; 2242759,"['8828', '2242759']"
758094,4139891,['4139891']
7143808,5166281; 6221479; 3416036,"['5166281', '6221479']"
1488870,3317871; 3554390; 130477; 493151; 52201; 1239971,"['130477', '493151', '52201', '1239971']"
5760086,4002544; 5038848,"['4002544', '5038848']"
6434641,703964; 5636237; 4062058,"['703964', '5636237', '4062058']"
2064203,1271596,['1271596']
5719707,1791871; 1791872; 1582855,"['1791871', '1791872', '1582855']"
6291632,1195757,['1195757']
1116326,906476,['906476']
7302695,1782688; 2052863; 5004321,"['1782688', '2052863', '5004321']"
5116221,69520; 1026442; 1340580; 1993123; 2133276; 5123437,"['69520', '1026442', '1340580', '1993123', '2133276', '5123437']"
1285997,1099642,['1099642']
7163622,3345258; 3474158; 5643160; 6379804,"['5643160', '6379804']"
7161038,1587571; 5122760,"['1587571', '5122760']"
6672995,917408; 6292935,"['917408', '6292935']"
6447889,4115248; 3853803; 3891982,"['4115248', '3853803', '3891982']"
5697063,5036649,['5036649']
1610967,64638,['64638']
1066228,3966825; 3863672; 1058944; 158461; 89226,"['3966825', '3863672', '1058944', '158461', '89226']"
7603658,3559565; 3595162,['3559565']
7217776,5151596; 5820113; 7178954,"['5151596', '5820113', '7178954']"
6347754,5219792,['5219792']
1329328,1127888; 1067278,"['1127888', '1067278']"
7736691,7250101,['7250101']
943710,3972993,['3972993']
6675623,5655763,['5655763']
2168525,1096503,['1096503']
5207728,3572373; 17962; 2105786; 5321421,"['17962', '2105786', '5321421']"
2102488,4654,['4654']
1845953,957424; 3518970; 4059603; 1221656,"['957424', '4059603', '1221656']"
6801946,773851,['773851']
7166045,6121542; 6037803,"['6121542', '6037803']"
6288670,4035895; 1683833; 1682614,"['4035895', '1683833', '1682614']"
1664652,1664653,['1664653']
4010872,3979453,['3979453']
5146408,3516258; 3796744; 1355500; 866089,"['1355500', '866089']"
5170806,4082528; 558225; 1553214; 2052020; 1902122,"['4082528', '558225', '1553214', '2052020', '1902122']"
5860430,5860429,['5860429']
